Chr	Position	ModStatus	Status
18s	1078	Unm	Unm
18s	1079	Unm	Unm
18s	1080	Unm	Unm
18s	1081	Unm	Unm
18s	1082	Unm	Unm
18s	1083	Unm	Unm
18s	1084	Unm	Unm
18s	1085	Unm	Unm
18s	1086	Unm	Unm
18s	1087	Unm	Unm
18s	1088	Unm	Unm
18s	1089	Unm	Unm
18s	1090	Unm	Unm
18s	1091	Unm	Unm
18s	1092	Unm	Unm
18s	1093	Unm	Unm
18s	1094	Unm	Unm
18s	1095	Unm	Unm
18s	1096	Unm	Unm
18s	1097	Unm	Unm
18s	1098	Unm	Unm
18s	1099	Unm	Unm
18s	1100	Unm	Unm
18s	1101	Unm	Unm
18s	1102	Unm	Unm
18s	1103	Unm	Unm
18s	1104	Unm	Unm
18s	1105	Unm	Unm
18s	1106	Unm	Unm
18s	1107	Unm	Unm
18s	1108	Unm	Unm
18s	1109	Unm	Unm
18s	1110	Unm	Unm
18s	1111	Unm	Unm
18s	1112	Unm	Unm
18s	1113	Unm	Unm
18s	1114	Unm	Unm
18s	1115	Unm	Unm
18s	1116	Unm	Unm
18s	1117	Unm	Unm
18s	1118	Unm	Unm
18s	1119	Unm	Unm
18s	1120	Unm	Unm
18s	1121	Unm	Unm
18s	1122	Unm	Unm
18s	1123	Unm	Unm
18s	1124	Unm	NA
18s	1125	Unm	NA
18s	1126	Gm	NA
18s	1127	Unm	NA
18s	1128	Unm	NA
18s	1129	Unm	Unm
18s	1130	Unm	Unm
18s	1131	Unm	Unm
18s	1132	Unm	Unm
18s	1133	Unm	Unm
18s	1134	Unm	Unm
18s	1135	Unm	Unm
18s	1136	Unm	Unm
18s	1137	Unm	Unm
18s	1138	Unm	Unm
18s	1139	Unm	Unm
18s	1140	Unm	Unm
18s	1141	Unm	Unm
18s	1142	Unm	Unm
18s	1143	Unm	Unm
18s	1144	Unm	Unm
18s	1145	Unm	Unm
18s	1146	Unm	Unm
18s	1147	Unm	Unm
18s	1148	Unm	Unm
18s	1149	Unm	Unm
18s	1150	Unm	Unm
18s	1151	Unm	Unm
18s	1152	Unm	Unm
18s	1153	Unm	Unm
18s	1154	Unm	Unm
18s	1155	Unm	Unm
18s	1156	Unm	Unm
18s	1157	Unm	Unm
18s	1158	Unm	Unm
18s	1159	Unm	Unm
18s	1160	Unm	Unm
18s	1161	Unm	Unm
18s	1162	Unm	Unm
18s	1163	Unm	Unm
18s	1164	Unm	Unm
18s	1165	Unm	Unm
18s	1166	Unm	Unm
18s	1167	Unm	Unm
18s	1168	Unm	Unm
18s	1169	Unm	Unm
18s	1170	Unm	Unm
18s	1171	Unm	Unm
18s	1172	Unm	Unm
18s	1173	Unm	Unm
18s	1174	Unm	Unm
18s	1175	Unm	Unm
18s	1176	Unm	Unm
18s	1177	Unm	Unm
18s	1178	Unm	Unm
18s	1179	Unm	NA
18s	1180	Unm	NA
18s	1181	Y	Y
18s	1182	Unm	NA
18s	1183	Unm	NA
18s	1184	Unm	Unm
18s	1185	Unm	NA
18s	1186	Unm	NA
18s	1187	Y	Y
18s	1188	Unm	NA
18s	1189	Unm	NA
18s	1190	Unm	NA
18s	1191	m1acp3Y	m1acp3Y
18s	1192	Unm	NA
18s	1193	Unm	NA
18s	1194	Unm	Unm
18s	1195	Unm	Unm
18s	1196	Unm	Unm
18s	1197	Unm	Unm
18s	1198	Unm	Unm
18s	1199	Unm	Unm
18s	1200	Unm	Unm
18s	1201	Unm	Unm
18s	1202	Unm	Unm
18s	1203	Unm	Unm
18s	1204	Unm	Unm
18s	1205	Unm	Unm
18s	1206	Unm	Unm
18s	1207	Unm	Unm
18s	1208	Unm	Unm
18s	1209	Unm	Unm
18s	1210	Unm	Unm
18s	1211	Unm	Unm
18s	1212	Unm	Unm
18s	1213	Unm	Unm
18s	1214	Unm	Unm
18s	1215	Unm	Unm
18s	1216	Unm	Unm
18s	1217	Unm	Unm
18s	1218	Unm	Unm
18s	1219	Unm	Unm
18s	1220	Unm	Unm
18s	1221	Unm	Unm
18s	1222	Unm	Unm
18s	1223	Unm	Unm
18s	1224	Unm	Unm
18s	1225	Unm	Unm
18s	1226	Unm	Unm
18s	1227	Unm	Unm
18s	1228	Unm	Unm
18s	1229	Unm	Unm
18s	1230	Unm	Unm
18s	1231	Unm	Unm
18s	1232	Unm	Unm
18s	1233	Unm	Unm
18s	1234	Unm	Unm
18s	1235	Unm	Unm
18s	1236	Unm	Unm
18s	1237	Unm	Unm
18s	1238	Unm	Unm
18s	1239	Unm	Unm
18s	1240	Unm	Unm
18s	1241	Unm	Unm
18s	1242	Unm	Unm
18s	1243	Unm	Unm
18s	1244	Unm	Unm
18s	1245	Unm	Unm
18s	1246	Unm	Unm
18s	1247	Unm	Unm
18s	1248	Unm	Unm
18s	1249	Unm	Unm
18s	1250	Unm	Unm
18s	1251	Unm	Unm
18s	1252	Unm	Unm
18s	1253	Unm	Unm
18s	1254	Unm	Unm
18s	1255	Unm	Unm
18s	1256	Unm	Unm
18s	1257	Unm	Unm
18s	1258	Unm	Unm
18s	1259	Unm	Unm
18s	1260	Unm	Unm
18s	1261	Unm	Unm
18s	1262	Unm	Unm
18s	1263	Unm	Unm
18s	1264	Unm	Unm
18s	1265	Unm	Unm
18s	1266	Unm	Unm
18s	1267	Unm	NA
18s	1268	Unm	NA
18s	1269	Um	NA
18s	1270	Unm	NA
18s	1271	Gm	NA
18s	1272	Unm	NA
18s	1273	Unm	NA
18s	1274	Unm	Unm
18s	1275	Unm	Unm
18s	1276	Unm	Unm
18s	1277	Unm	Unm
18s	1278	Unm	NA
18s	1279	Unm	NA
18s	1280	ac4C	ac4C
18s	1281	Unm	NA
18s	1282	Unm	NA
18s	1283	Unm	Unm
18s	1284	Unm	Unm
18s	1285	Unm	Unm
18s	1286	Unm	Unm
18s	1287	Unm	Unm
18s	1288	Unm	NA
18s	1289	Unm	NA
18s	1290	Y	Y
18s	1291	Unm	NA
18s	1292	Unm	NA
18s	1293	Unm	Unm
18s	1294	Unm	Unm
18s	1295	Unm	Unm
18s	1296	Unm	Unm
18s	1297	Unm	Unm
18s	1298	Unm	Unm
18s	1299	Unm	Unm
18s	1300	Unm	Unm
18s	1301	Unm	Unm
18s	1302	Unm	Unm
18s	1303	Unm	Unm
18s	1304	Unm	Unm
18s	1305	Unm	Unm
18s	1306	Unm	Unm
18s	1307	Unm	Unm
18s	1308	Unm	Unm
18s	1309	Unm	Unm
18s	1310	Unm	Unm
18s	1311	Unm	Unm
18s	1312	Unm	Unm
18s	1313	Unm	Unm
18s	1314	Unm	Unm
18s	1315	Unm	Unm
18s	1316	Unm	Unm
18s	1317	Unm	Unm
18s	1318	Unm	Unm
18s	1319	Unm	Unm
18s	1320	Unm	Unm
18s	1321	Unm	Unm
18s	1322	Unm	Unm
18s	1323	Unm	Unm
18s	1324	Unm	Unm
18s	1325	Unm	Unm
18s	1326	Unm	Unm
18s	1327	Unm	Unm
18s	1328	Unm	Unm
18s	1329	Unm	Unm
18s	1330	Unm	Unm
18s	1331	Unm	Unm
18s	1332	Unm	Unm
18s	1333	Unm	Unm
18s	1334	Unm	Unm
18s	1335	Unm	Unm
18s	1336	Unm	Unm
18s	1337	Unm	Unm
18s	1338	Unm	Unm
18s	1339	Unm	Unm
18s	1340	Unm	Unm
18s	1341	Unm	Unm
18s	1342	Unm	Unm
18s	1343	Unm	Unm
18s	1344	Unm	Unm
18s	1345	Unm	Unm
18s	1346	Unm	Unm
18s	1347	Unm	Unm
18s	1348	Unm	Unm
18s	1349	Unm	Unm
18s	1350	Unm	Unm
18s	1351	Unm	Unm
18s	1352	Unm	Unm
18s	1353	Unm	Unm
18s	1354	Unm	Unm
18s	1355	Unm	Unm
18s	1356	Unm	Unm
18s	1357	Unm	Unm
18s	1358	Unm	Unm
18s	1359	Unm	Unm
18s	1360	Unm	Unm
18s	1361	Unm	Unm
18s	1362	Unm	Unm
18s	1363	Unm	Unm
18s	1364	Unm	Unm
18s	1365	Unm	Unm
18s	1366	Unm	Unm
18s	1367	Unm	Unm
18s	1368	Unm	Unm
18s	1369	Unm	Unm
18s	1370	Unm	Unm
18s	1371	Unm	Unm
18s	1372	Unm	Unm
18s	1373	Unm	Unm
18s	1374	Unm	Unm
18s	1375	Unm	Unm
18s	1376	Unm	Unm
18s	1377	Unm	Unm
18s	1378	Unm	Unm
18s	1379	Unm	Unm
18s	1380	Unm	Unm
18s	1381	Unm	Unm
18s	1382	Unm	Unm
18s	1383	Unm	Unm
18s	1384	Unm	Unm
18s	1385	Unm	Unm
18s	1386	Unm	Unm
18s	1387	Unm	Unm
18s	1388	Unm	Unm
18s	1389	Unm	Unm
18s	1390	Unm	Unm
18s	1391	Unm	Unm
18s	1392	Unm	Unm
18s	1393	Unm	Unm
18s	1394	Unm	Unm
18s	1395	Unm	Unm
18s	1396	Unm	Unm
18s	1397	Unm	Unm
18s	1398	Unm	Unm
18s	1399	Unm	Unm
18s	1400	Unm	Unm
18s	1401	Unm	Unm
18s	1402	Unm	Unm
18s	1403	Unm	Unm
18s	1404	Unm	Unm
18s	1405	Unm	Unm
18s	1406	Unm	Unm
18s	1407	Unm	Unm
18s	1408	Unm	Unm
18s	1409	Unm	Unm
18s	1410	Unm	Unm
18s	1411	Unm	Unm
18s	1412	Unm	Unm
18s	1413	Unm	NA
18s	1414	Unm	NA
18s	1415	Y	Y
18s	1416	Unm	NA
18s	1417	Unm	NA
18s	1418	Unm	Unm
18s	1419	Unm	Unm
18s	1420	Unm	Unm
18s	1421	Unm	Unm
18s	1422	Unm	Unm
18s	1423	Unm	Unm
18s	1424	Unm	Unm
18s	1425	Unm	Unm
18s	1426	Unm	NA
18s	1427	Unm	NA
18s	1428	Gm	Gm
18s	1429	Unm	NA
18s	1430	Unm	NA
18s	1431	Unm	Unm
18s	1432	Unm	Unm
18s	1433	Unm	Unm
18s	1434	Unm	Unm
18s	1435	Unm	Unm
18s	1436	Unm	Unm
18s	1437	Unm	Unm
18s	1438	Unm	Unm
18s	1439	Unm	Unm
18s	1440	Unm	Unm
18s	1441	Unm	Unm
18s	1442	Unm	Unm
18s	1443	Unm	Unm
18s	1444	Unm	Unm
18s	1445	Unm	Unm
18s	1446	Unm	Unm
18s	1447	Unm	Unm
18s	1448	Unm	Unm
18s	1449	Unm	Unm
18s	1450	Unm	Unm
18s	1451	Unm	Unm
18s	1452	Unm	Unm
18s	1453	Unm	Unm
18s	1454	Unm	Unm
18s	1455	Unm	Unm
18s	1456	Unm	Unm
18s	1457	Unm	Unm
18s	1458	Unm	Unm
18s	1459	Unm	Unm
18s	1460	Unm	Unm
18s	1461	Unm	Unm
18s	1462	Unm	Unm
18s	1463	Unm	Unm
18s	1464	Unm	Unm
18s	1465	Unm	Unm
18s	1466	Unm	Unm
18s	1467	Unm	Unm
18s	1468	Unm	Unm
18s	1469	Unm	Unm
18s	1470	Unm	Unm
18s	1471	Unm	Unm
18s	1472	Unm	Unm
18s	1473	Unm	Unm
18s	1474	Unm	Unm
18s	1475	Unm	Unm
18s	1476	Unm	Unm
18s	1477	Unm	Unm
18s	1478	Unm	Unm
18s	1479	Unm	Unm
18s	1480	Unm	Unm
18s	1481	Unm	Unm
18s	1482	Unm	Unm
18s	1483	Unm	Unm
18s	1484	Unm	Unm
18s	1485	Unm	Unm
18s	1486	Unm	Unm
18s	1487	Unm	Unm
18s	1488	Unm	Unm
18s	1489	Unm	Unm
18s	1490	Unm	Unm
18s	1491	Unm	Unm
18s	1492	Unm	Unm
18s	1493	Unm	Unm
18s	1494	Unm	Unm
18s	1495	Unm	Unm
18s	1496	Unm	Unm
18s	1497	Unm	Unm
18s	1498	Unm	Unm
18s	1499	Unm	Unm
18s	1500	Unm	Unm
18s	1501	Unm	Unm
18s	1502	Unm	Unm
18s	1503	Unm	Unm
18s	1504	Unm	Unm
18s	1505	Unm	Unm
18s	1506	Unm	Unm
18s	1507	Unm	Unm
18s	1508	Unm	Unm
18s	1509	Unm	Unm
18s	1510	Unm	Unm
18s	1511	Unm	Unm
18s	1512	Unm	Unm
18s	1513	Unm	Unm
18s	1514	Unm	Unm
18s	1515	Unm	Unm
18s	1516	Unm	Unm
18s	1517	Unm	Unm
18s	1518	Unm	Unm
18s	1519	Unm	Unm
18s	1520	Unm	Unm
18s	1521	Unm	Unm
18s	1522	Unm	Unm
18s	1523	Unm	Unm
18s	1524	Unm	Unm
18s	1525	Unm	Unm
18s	1526	Unm	Unm
18s	1527	Unm	Unm
18s	1528	Unm	Unm
18s	1529	Unm	Unm
18s	1530	Unm	Unm
18s	1531	Unm	Unm
18s	1532	Unm	Unm
18s	1533	Unm	Unm
18s	1534	Unm	Unm
18s	1535	Unm	Unm
18s	1536	Unm	Unm
18s	1537	Unm	Unm
18s	1538	Unm	Unm
18s	1539	Unm	Unm
18s	1540	Unm	Unm
18s	1541	Unm	Unm
18s	1542	Unm	Unm
18s	1543	Unm	Unm
18s	1544	Unm	Unm
18s	1545	Unm	Unm
18s	1546	Unm	Unm
18s	1547	Unm	Unm
18s	1548	Unm	Unm
18s	1549	Unm	Unm
18s	1550	Unm	Unm
18s	1551	Unm	Unm
18s	1552	Unm	Unm
18s	1553	Unm	Unm
18s	1554	Unm	Unm
18s	1555	Unm	Unm
18s	1556	Unm	Unm
18s	1557	Unm	Unm
18s	1558	Unm	Unm
18s	1559	Unm	Unm
18s	1560	Unm	Unm
18s	1561	Unm	Unm
18s	1562	Unm	Unm
18s	1563	Unm	Unm
18s	1564	Unm	Unm
18s	1565	Unm	Unm
18s	1566	Unm	Unm
18s	1567	Unm	Unm
18s	1568	Unm	Unm
18s	1569	Unm	Unm
18s	1570	Unm	NA
18s	1571	Unm	NA
18s	1572	Gm	Gm
18s	1573	Unm	NA
18s	1574	Unm	NA
18s	1575	m7G	m7G
18s	1576	Unm	NA
18s	1577	Unm	NA
18s	1578	Unm	Unm
18s	1579	Unm	Unm
18s	1580	Unm	Unm
18s	1581	Unm	Unm
18s	1582	Unm	Unm
18s	1583	Unm	Unm
18s	1584	Unm	Unm
18s	1585	Unm	Unm
18s	1586	Unm	Unm
18s	1587	Unm	Unm
18s	1588	Unm	Unm
18s	1589	Unm	Unm
18s	1590	Unm	Unm
18s	1591	Unm	Unm
18s	1592	Unm	Unm
18s	1593	Unm	Unm
18s	1594	Unm	Unm
18s	1595	Unm	Unm
18s	1596	Unm	Unm
18s	1597	Unm	Unm
18s	1598	Unm	Unm
18s	1599	Unm	Unm
18s	1600	Unm	Unm
18s	1601	Unm	Unm
18s	1602	Unm	Unm
18s	1603	Unm	Unm
18s	1604	Unm	Unm
18s	1605	Unm	Unm
18s	1606	Unm	Unm
18s	1607	Unm	Unm
18s	1608	Unm	Unm
18s	1609	Unm	Unm
18s	1610	Unm	Unm
18s	1611	Unm	Unm
18s	1612	Unm	Unm
18s	1613	Unm	Unm
18s	1614	Unm	Unm
18s	1615	Unm	Unm
18s	1616	Unm	Unm
18s	1617	Unm	Unm
18s	1618	Unm	Unm
18s	1619	Unm	Unm
18s	1620	Unm	Unm
18s	1621	Unm	Unm
18s	1622	Unm	Unm
18s	1623	Unm	Unm
18s	1624	Unm	Unm
18s	1625	Unm	Unm
18s	1626	Unm	Unm
18s	1627	Unm	Unm
18s	1628	Unm	Unm
18s	1629	Unm	Unm
18s	1630	Unm	Unm
18s	1631	Unm	Unm
18s	1632	Unm	Unm
18s	1633	Unm	Unm
18s	1634	Unm	Unm
18s	1635	Unm	Unm
18s	1636	Unm	Unm
18s	1637	Unm	NA
18s	1638	Unm	NA
18s	1639	Cm	Cm
18s	1640	Unm	NA
18s	1641	Unm	NA
18s	1642	Unm	Unm
18s	1643	Unm	Unm
18s	1644	Unm	Unm
18s	1645	Unm	Unm
18s	1646	Unm	Unm
18s	1647	Unm	Unm
18s	1648	Unm	Unm
18s	1649	Unm	Unm
18s	1650	Unm	Unm
18s	1651	Unm	Unm
18s	1652	Unm	Unm
18s	1653	Unm	Unm
18s	1654	Unm	Unm
18s	1655	Unm	Unm
18s	1656	Unm	Unm
18s	1657	Unm	Unm
18s	1658	Unm	Unm
18s	1659	Unm	Unm
18s	1660	Unm	Unm
18s	1661	Unm	Unm
18s	1662	Unm	Unm
18s	1663	Unm	Unm
18s	1664	Unm	Unm
18s	1665	Unm	Unm
18s	1666	Unm	Unm
18s	1667	Unm	Unm
18s	1668	Unm	Unm
18s	1669	Unm	Unm
18s	1670	Unm	Unm
18s	1671	Unm	Unm
18s	1672	Unm	Unm
18s	1673	Unm	Unm
18s	1674	Unm	Unm
18s	1675	Unm	Unm
18s	1676	Unm	Unm
18s	1677	Unm	Unm
18s	1678	Unm	Unm
18s	1679	Unm	Unm
18s	1680	Unm	Unm
18s	1681	Unm	Unm
18s	1682	Unm	Unm
18s	1683	Unm	Unm
18s	1684	Unm	Unm
18s	1685	Unm	Unm
18s	1686	Unm	Unm
18s	1687	Unm	Unm
18s	1688	Unm	Unm
18s	1689	Unm	Unm
18s	1690	Unm	Unm
18s	1691	Unm	Unm
18s	1692	Unm	Unm
18s	1693	Unm	Unm
18s	1694	Unm	Unm
18s	1695	Unm	Unm
18s	1696	Unm	Unm
18s	1697	Unm	Unm
18s	1698	Unm	Unm
18s	1699	Unm	Unm
18s	1700	Unm	Unm
18s	1701	Unm	Unm
18s	1702	Unm	Unm
18s	1703	Unm	Unm
18s	1704	Unm	Unm
18s	1705	Unm	Unm
18s	1706	Unm	Unm
18s	1707	Unm	Unm
18s	1708	Unm	Unm
18s	1709	Unm	Unm
18s	1710	Unm	Unm
18s	1711	Unm	Unm
18s	1712	Unm	Unm
18s	1713	Unm	Unm
18s	1714	Unm	Unm
18s	1715	Unm	Unm
18s	1716	Unm	Unm
18s	1717	Unm	Unm
18s	1718	Unm	Unm
18s	1719	Unm	Unm
18s	1720	Unm	Unm
18s	1721	Unm	Unm
18s	1722	Unm	Unm
18s	1723	Unm	Unm
18s	1724	Unm	Unm
18s	1725	Unm	Unm
18s	1726	Unm	Unm
18s	1727	Unm	Unm
18s	1728	Unm	Unm
18s	1729	Unm	Unm
18s	1730	Unm	Unm
18s	1731	Unm	Unm
18s	1732	Unm	Unm
18s	1733	Unm	Unm
18s	1734	Unm	Unm
18s	1735	Unm	Unm
18s	1736	Unm	Unm
18s	1737	Unm	Unm
18s	1738	Unm	Unm
18s	1739	Unm	Unm
18s	1740	Unm	Unm
18s	1741	Unm	Unm
18s	1742	Unm	Unm
18s	1743	Unm	Unm
18s	1744	Unm	Unm
18s	1745	Unm	Unm
18s	1746	Unm	Unm
18s	1747	Unm	Unm
18s	1748	Unm	Unm
18s	1749	Unm	Unm
18s	1750	Unm	Unm
18s	1751	Unm	Unm
18s	1752	Unm	Unm
18s	1753	Unm	Unm
18s	1754	Unm	Unm
18s	1755	Unm	Unm
18s	1756	Unm	Unm
18s	1757	Unm	Unm
18s	1758	Unm	Unm
18s	1759	Unm	Unm
18s	1760	Unm	Unm
18s	1761	Unm	Unm
18s	1762	Unm	Unm
18s	1763	Unm	Unm
18s	1764	Unm	Unm
18s	1765	Unm	Unm
18s	1766	Unm	Unm
18s	1767	Unm	Unm
18s	1768	Unm	Unm
18s	1769	Unm	Unm
18s	1770	Unm	Unm
18s	1771	Unm	NA
18s	1772	Unm	NA
18s	1773	ac4C	ac4C
18s	1774	Unm	NA
18s	1775	Unm	NA
18s	1776	Unm	Unm
18s	1777	Unm	Unm
18s	1778	Unm	Unm
18s	1779	Unm	NA
18s	1780	Unm	NA
18s	1781	m26A	NA
18s	1782	m26A	NA
18s	1783	Unm	NA
18s	1784	Unm	NA
18s	1785	Unm	Unm
18s	1786	Unm	Unm
18s	1787	Unm	Unm
18s	1788	Unm	Unm
18s	1789	Unm	Unm
18s	1790	Unm	Unm
18s	1791	Unm	Unm
18s	1792	Unm	Unm
18s	1793	Unm	Unm
18s	1794	Unm	Unm
18s	1795	Unm	Unm
18s	1796	Unm	Unm
18s	1797	Unm	Unm
18s	1798	Unm	Unm
18s	1799	Unm	Unm
18s	1800	Unm	Unm
25s	1	Unm	Unm
25s	2	Unm	Unm
25s	3	Unm	Unm
25s	4	Unm	Unm
25s	5	Unm	Unm
25s	6	Unm	Unm
25s	7	Unm	Unm
25s	8	Unm	Unm
25s	9	Unm	Unm
25s	10	Unm	Unm
25s	11	Unm	Unm
25s	12	Unm	Unm
25s	13	Unm	Unm
25s	14	Unm	Unm
25s	15	Unm	Unm
25s	16	Unm	Unm
25s	17	Unm	Unm
25s	18	Unm	Unm
25s	19	Unm	Unm
25s	20	Unm	Unm
25s	21	Unm	Unm
25s	22	Unm	Unm
25s	23	Unm	Unm
25s	24	Unm	Unm
25s	25	Unm	Unm
25s	26	Unm	Unm
25s	27	Unm	Unm
25s	28	Unm	Unm
25s	29	Unm	Unm
25s	30	Unm	Unm
25s	31	Unm	Unm
25s	32	Unm	Unm
25s	33	Unm	Unm
25s	34	Unm	Unm
25s	35	Unm	Unm
25s	36	Unm	Unm
25s	37	Unm	Unm
25s	38	Unm	Unm
25s	39	Unm	Unm
25s	40	Unm	Unm
25s	41	Unm	Unm
25s	42	Unm	Unm
25s	43	Unm	Unm
25s	44	Unm	Unm
25s	45	Unm	Unm
25s	46	Unm	Unm
25s	47	Unm	Unm
25s	48	Unm	Unm
25s	49	Unm	Unm
25s	50	Unm	Unm
25s	51	Unm	Unm
25s	52	Unm	Unm
25s	53	Unm	Unm
25s	54	Unm	Unm
25s	55	Unm	Unm
25s	56	Unm	Unm
25s	57	Unm	Unm
25s	58	Unm	Unm
25s	59	Unm	Unm
25s	60	Unm	Unm
25s	61	Unm	Unm
25s	62	Unm	Unm
25s	63	Unm	Unm
25s	64	Unm	Unm
25s	65	Unm	Unm
25s	66	Unm	Unm
25s	67	Unm	Unm
25s	68	Unm	Unm
25s	69	Unm	Unm
25s	70	Unm	Unm
25s	71	Unm	Unm
25s	72	Unm	Unm
25s	73	Unm	Unm
25s	74	Unm	Unm
25s	75	Unm	Unm
25s	76	Unm	Unm
25s	77	Unm	Unm
25s	78	Unm	Unm
25s	79	Unm	Unm
25s	80	Unm	Unm
25s	81	Unm	Unm
25s	82	Unm	Unm
25s	83	Unm	Unm
25s	84	Unm	Unm
25s	85	Unm	Unm
25s	86	Unm	Unm
25s	87	Unm	Unm
25s	88	Unm	Unm
25s	89	Unm	Unm
25s	90	Unm	Unm
25s	91	Unm	Unm
25s	92	Unm	Unm
25s	93	Unm	Unm
25s	94	Unm	Unm
25s	95	Unm	Unm
25s	96	Unm	Unm
25s	97	Unm	Unm
25s	98	Unm	Unm
25s	99	Unm	Unm
25s	100	Unm	Unm
25s	101	Unm	Unm
25s	102	Unm	Unm
25s	103	Unm	Unm
25s	104	Unm	Unm
25s	105	Unm	Unm
25s	106	Unm	Unm
25s	107	Unm	Unm
25s	108	Unm	Unm
25s	109	Unm	Unm
25s	110	Unm	Unm
25s	111	Unm	Unm
25s	112	Unm	Unm
25s	113	Unm	Unm
25s	114	Unm	Unm
25s	115	Unm	Unm
25s	116	Unm	Unm
25s	117	Unm	Unm
25s	118	Unm	Unm
25s	119	Unm	Unm
25s	120	Unm	Unm
25s	121	Unm	Unm
25s	122	Unm	Unm
25s	123	Unm	Unm
25s	124	Unm	Unm
25s	125	Unm	Unm
25s	126	Unm	Unm
25s	127	Unm	Unm
25s	128	Unm	Unm
25s	129	Unm	Unm
25s	130	Unm	Unm
25s	131	Unm	Unm
25s	132	Unm	Unm
25s	133	Unm	Unm
25s	134	Unm	Unm
25s	135	Unm	Unm
25s	136	Unm	Unm
25s	137	Unm	Unm
25s	138	Unm	Unm
25s	139	Unm	Unm
25s	140	Unm	Unm
25s	141	Unm	Unm
25s	142	Unm	Unm
25s	143	Unm	Unm
25s	144	Unm	Unm
25s	145	Unm	Unm
25s	146	Unm	Unm
25s	147	Unm	Unm
25s	148	Unm	Unm
25s	149	Unm	Unm
25s	150	Unm	Unm
25s	151	Unm	Unm
25s	152	Unm	Unm
25s	153	Unm	Unm
25s	154	Unm	Unm
25s	155	Unm	Unm
25s	156	Unm	Unm
25s	157	Unm	Unm
25s	158	Unm	Unm
25s	159	Unm	Unm
25s	160	Unm	Unm
25s	161	Unm	Unm
25s	162	Unm	Unm
25s	163	Unm	Unm
25s	164	Unm	Unm
25s	165	Unm	Unm
25s	166	Unm	Unm
25s	167	Unm	Unm
25s	168	Unm	Unm
25s	169	Unm	Unm
25s	170	Unm	Unm
25s	171	Unm	Unm
25s	172	Unm	Unm
25s	173	Unm	Unm
25s	174	Unm	Unm
25s	175	Unm	Unm
25s	176	Unm	Unm
25s	177	Unm	Unm
25s	178	Unm	Unm
25s	179	Unm	Unm
25s	180	Unm	Unm
25s	181	Unm	Unm
25s	182	Unm	Unm
25s	183	Unm	Unm
25s	184	Unm	Unm
25s	185	Unm	Unm
25s	186	Unm	Unm
25s	187	Unm	Unm
25s	188	Unm	Unm
25s	189	Unm	Unm
25s	190	Unm	Unm
25s	191	Unm	Unm
25s	192	Unm	Unm
25s	193	Unm	Unm
25s	194	Unm	Unm
25s	195	Unm	Unm
25s	196	Unm	Unm
25s	197	Unm	Unm
25s	198	Unm	Unm
25s	199	Unm	Unm
25s	200	Unm	Unm
25s	201	Unm	Unm
25s	202	Unm	Unm
25s	203	Unm	Unm
25s	204	Unm	Unm
25s	205	Unm	Unm
25s	206	Unm	Unm
25s	207	Unm	Unm
25s	208	Unm	Unm
25s	209	Unm	Unm
25s	210	Unm	Unm
25s	211	Unm	Unm
25s	212	Unm	Unm
25s	213	Unm	Unm
25s	214	Unm	Unm
25s	215	Unm	Unm
25s	216	Unm	Unm
25s	217	Unm	Unm
25s	218	Unm	Unm
25s	219	Unm	Unm
25s	220	Unm	Unm
25s	221	Unm	Unm
25s	222	Unm	Unm
25s	223	Unm	Unm
25s	224	Unm	Unm
25s	225	Unm	Unm
25s	226	Unm	Unm
25s	227	Unm	Unm
25s	228	Unm	Unm
25s	229	Unm	Unm
25s	230	Unm	Unm
25s	231	Unm	Unm
25s	232	Unm	Unm
25s	233	Unm	Unm
25s	234	Unm	Unm
25s	235	Unm	Unm
25s	236	Unm	Unm
25s	237	Unm	Unm
25s	238	Unm	Unm
25s	239	Unm	Unm
25s	240	Unm	Unm
25s	241	Unm	Unm
25s	242	Unm	Unm
25s	243	Unm	Unm
25s	244	Unm	Unm
25s	245	Unm	Unm
25s	246	Unm	Unm
25s	247	Unm	Unm
25s	248	Unm	Unm
25s	249	Unm	Unm
25s	250	Unm	Unm
25s	251	Unm	Unm
25s	252	Unm	Unm
25s	253	Unm	Unm
25s	254	Unm	Unm
25s	255	Unm	Unm
25s	256	Unm	Unm
25s	257	Unm	Unm
25s	258	Unm	Unm
25s	259	Unm	Unm
25s	260	Unm	Unm
25s	261	Unm	Unm
25s	262	Unm	Unm
25s	263	Unm	Unm
25s	264	Unm	Unm
25s	265	Unm	Unm
25s	266	Unm	Unm
25s	267	Unm	Unm
25s	268	Unm	Unm
25s	269	Unm	Unm
25s	270	Unm	Unm
25s	271	Unm	Unm
25s	272	Unm	Unm
25s	273	Unm	Unm
25s	274	Unm	Unm
25s	275	Unm	Unm
25s	276	Unm	Unm
25s	277	Unm	Unm
25s	278	Unm	Unm
25s	279	Unm	Unm
25s	280	Unm	Unm
25s	281	Unm	Unm
25s	282	Unm	Unm
25s	283	Unm	Unm
25s	284	Unm	Unm
25s	285	Unm	Unm
25s	286	Unm	Unm
25s	287	Unm	Unm
25s	288	Unm	Unm
25s	289	Unm	Unm
25s	290	Unm	Unm
25s	291	Unm	Unm
25s	292	Unm	Unm
25s	293	Unm	Unm
25s	294	Unm	Unm
25s	295	Unm	Unm
25s	296	Unm	Unm
25s	297	Unm	Unm
25s	298	Unm	Unm
25s	299	Unm	Unm
25s	300	Unm	Unm
25s	301	Unm	Unm
